Exercise,Climbing,Sweets,EatingOut,Coffee,Tea,Water,DayRating,HoursSleep,Sunny,Rain,Temperature,Weight,WeekSin,WeekCos,Label
65.0,1,1,1,3,2,2.7,0,8.0,0,0,2,75.7,-0.9749279121818176,-0.2225209339563406,75.8
0.0,0,1,0,4,1,1.4,0,8.0,-1,0,3,75.8,-0.7818314824680334,0.6234898018587292,76.2
57.0,0,3,0,4,0,3.0,0,7.916666667,-1,1,4,76.2,1.5685382719271533e-14,1.0,
0.0,0,0,0,0,1,0.5,-1,11.0,-1,1,3,,0.7818314824680174,0.623489801858749,75.3
0.0,0,0,0,0,4,1.0,-1,11.0,-1,1,1,75.3,0.9749279121818233,-0.22252093395631578,74.6
0.0,0,0,0,0,6,1.0,1,9.5,0,0,-1,74.6,0.4338837391175889,-0.9009688679024043,74.4
0.0,0,0,0,0,7,2.0,-1,9.25,-1,0,0,74.4,-0.4338837391175465,-0.9009688679024247,74.6
0.0,0,0,0,1,5,1.0,0,7.0,-1,0,1,74.6,-0.9749279121818255,-0.2225209339563062,74.8
0.0,1,0,0,2,3,2.0,-1,8.5,-1,1,2,74.8,-0.7818314824680468,0.6234898018587123,74.4
0.0,0,0,0,3,2,1.8,0,6.5,-1,0,2,74.4,-5.875828713360942e-15,1.0,74.1
0.0,0,0,0,3,2,1.8,0,7.0,-1,1,3,74.1,0.7818314824680039,0.6234898018587659,74.2
0.0,0,0,1,3,2,2.0,0,7.0,-1,0,1,74.2,0.9749279121818281,-0.22252093395629474,74.4
0.0,1,0,1,3,1,2.8,0,7.0,-1,0,0,74.4,0.4338837391175571,-0.9009688679024196,74.1
0.0,0,0,0,4,1,2.0,0,7.0,-1,0,-1,74.1,-0.4338837391175271,-0.900968867902434,74.2
0.0,0,0,0,2,2,1.0,0,8.5,-1,0,4,74.2,-0.9749279121818207,-0.22252093395632724,74.5
0.0,1,0,1,3,2,1.9,0,9.0,-1,1,4,74.5,-0.7818314824680248,0.6234898018587399,75.0
0.0,0,0,0,3,2,1.6,0,7.0,-1,1,3,75.0,-2.743704014599342e-14,1.0,75.0
0.0,0,0,0,3,1,2.1,0,6.5,-1,0,3,75.0,0.7818314824680259,0.6234898018587384,74.2
0.0,0,0,1,3,3,1.6,0,8.0,1,0,4,74.2,0.9749279121818203,-0.22252093395632916,74.0
0.0,1,0,1,3,1,2.4,-1,7.0,0,0,7,74.0,0.43388373911757655,-0.9009688679024103,74.1
0.0,0,0,0,3,2,1.6,0,7.0,0,0,1,74.1,-0.4338837391175589,-0.9009688679024188,73.4
0.0,0,0,1,3,1,1.8,0,7.5,1,0,1,73.4,-0.9749279121818158,-0.22252093395634825,74.4
0.0,1,0,0,3,3,1.9,-1,7.5,-1,0,1,74.4,-0.7818314824680382,0.623489801858723,74.2
0.0,0,0,0,3,2,1.3,0,7.0,-1,0,-1,74.2,7.84516728218212e-15,1.0,73.6
0.0,0,0,0,3,1,2.1,0,7.5,-1,0,-1,73.6,0.7818314824680125,0.6234898018587552,74.0
0.0,0,0,1,3,1,2.1,0,7.0,-1,0,-2,74.0,0.9749279121818251,-0.22252093395630812,74.1
0.0,0,0,0,4,1,1.2,0,7.0,0,0,-2,74.1,0.433883739117596,-0.9009688679024009,
0.0,1,0,1,5,3,1.6,0,9.5,-1,0,-3,,-0.43388373911753947,-0.9009688679024281,
0.0,0,0,1,5,1,1.6,0,8.5,-1,0,-3,,-0.9749279121818237,-0.22252093395631387,
0.0,0,0,1,4,1,1.3,0,8.0,-1,0,1,,-0.7818314824680517,0.6234898018587062,
0.0,0,0,1,3,1,1.5,0,7.0,0,0,3,,-1.3716044150450356e-14,1.0,
0.0,0,0,1,4,1,1.3,0,8.0,-1,0,2,,0.7818314824680345,0.6234898018587276,73.8
0.0,1,0,1,5,1,2.8,0,6.0,-1,0,2,73.8,0.9749279121818298,-0.2225209339562871,73.0
0.0,0,0,0,4,1,2.0,0,6.5,1,0,3,73.0,0.43388373911756417,-0.9009688679024163,73.5
0.0,0,0,0,4,2,1.7,0,8.0,-1,0,2,73.5,-0.4338837391175712,-0.9009688679024128,73.8
0.0,0,0,0,4,3,1.7,0,8.0,-1,1,6,73.8,-0.974927912181819,-0.22252093395633488,74.6
0.0,1,0,2,3,2,2.1,0,8.5,-1,0,0,74.6,-0.7818314824680296,0.6234898018587338,73.8
0.0,0,0,0,3,2,1.6,0,7.0,1,0,2,73.8,-3.527725558308283e-14,1.0,73.9
0.0,0,0,0,4,2,1.1,0,6.5,1,0,1,73.9,0.781831482468021,0.6234898018587445,72.9
0.0,0,0,0,4,1,2.0,0,6.0,1,0,0,72.9,0.974927912181822,-0.2225209339563215,73.2
0.0,0,0,1,5,2,1.8,0,7.0,-1,1,5,73.2,0.4338837391175836,-0.9009688679024068,73.0
0.0,0,0,0,4,3,1.1,0,7.0,1,0,7,73.0,-0.4338837391175518,-0.9009688679024221,72.4
0.0,0,0,0,3,3,1.5,0,8.5,0,0,9,72.4,-0.9749279121818142,-0.2225209339563559,72.8
0.0,1,0,1,3,2,2.1,-1,9.0,-1,0,10,72.8,-0.781831482468043,0.6234898018587169,74.1
0.0,0,0,0,5,0,1.0,-1,5.75,-1,1,3,74.1,4.951845092706862e-18,1.0,73.0
0.0,0,0,1,4,1,1.1,0,7.5,-1,0,3,73.0,0.7818314824680076,0.6234898018587613,73.3
0.0,0,0,0,4,2,1.8,-1,7.0,1,0,6,73.3,0.9749279121818267,-0.2225209339563005,71.8
0.0,0,0,1,4,0,2.1,0,6.5,1,0,9,71.8,0.4338837391175518,-0.9009688679024221,72.2
0.0,0,0,0,4,0,1.8,0,7.0,1,0,11,72.2,-0.4338837391175324,-0.9009688679024315,72.8
0.0,0,0,0,4,1,1.2,0,7.0,1,0,13,72.8,-0.974927912181822,-0.2225209339563215,72.9
0.0,0,0,1,2,1,1.3,0,8.5,1,0,16,72.9,-0.781831482468021,0.6234898018587445,73.2
0.0,0,0,0,3,1,1.6,0,6.0,1,0,14,73.2,-2.1556259587539768e-14,1.0,72.5
0.0,0,0,0,4,1,1.6,0,7.0,1,0,14,72.5,0.7818314824680297,0.6234898018587337,72.7
0.0,0,0,0,3,1,2.0,0,6.5,-1,0,11,72.7,0.9749279121818316,-0.22252093395627948,72.2
0.0,0,0,1,4,1,2.6,0,7.0,-1,0,13,72.2,0.4338837391175712,-0.9009688679024128,72.5
0.0,0,0,0,3,2,2.2,0,6.5,-1,1,8,72.5,-0.43388373911756417,-0.9009688679024161,72.0
0.0,0,0,1,2,6,1.2,0,8.166666667000001,1,0,6,72.0,-0.9749279121818172,-0.2225209339563425,72.2
0.0,0,0,0,2,4,1.2,0,9.833333332999999,1,0,8,72.2,-0.7818314824680345,0.6234898018587276,72.0
0.0,0,0,0,4,2,1.1,0,5.5,1,0,14,72.0,-4.3117471020172244e-14,1.0,71.9
0.0,0,0,1,4,1,1.8,0,7.0,1,0,16,71.9,0.7818314824680163,0.6234898018587506,72.1
0.0,0,0,0,4,1,1.8,0,6.0,1,0,16,72.1,0.9749279121818237,-0.22252093395631387,72.1
0.0,0,0,1,4,2,1.7,0,6.5,1,0,17,72.1,0.43388373911759065,-0.9009688679024035,71.8
0.0,0,0,0,4,2,1.6,0,7.0,-1,1,8,71.8,-0.43388373911754474,-0.9009688679024256,72.0
0.0,0,0,0,3,4,1.4,0,8.0,-1,0,9,72.0,-0.9749279121818251,-0.22252093395630812,72.5
0.0,0,0,0,2,2,1.0,1,8.0,0,0,14,72.5,-0.781831482468048,0.6234898018587107,73.4
0.0,1,0,1,4,1,2.0,0,7.5,-1,1,16,73.4,-7.835263591996707e-15,1.0,72.7
0.0,0,0,0,3,2,1.3,0,7.166666667,0,0,9,72.7,0.7818314824680382,0.623489801858723,72.0
0.0,0,0,0,4,1,1.6,0,7.0,0,0,16,72.0,0.9749279121818285,-0.22252093395629285,71.8
0.0,0,0,1,3,1,1.5,-1,6.0,-1,1,9,71.8,0.4338837391175589,-0.9009688679024188,71.7
0.0,0,0,0,4,3,1.7,-1,6.0,0,0,9,71.7,-0.4338837391175253,-0.9009688679024349,71.6
0.0,0,0,0,4,2,1.1,-1,7.5,-1,1,12,71.6,-0.9749279121818203,-0.22252093395632913,71.6
0.0,1,0,1,2,2,1.7,0,7.5,-1,1,13,71.6,-0.7818314824680259,0.6234898018587384,72.2
0.0,0,0,0,3,1,1.6,0,6.0,-1,0,5,72.2,-2.939647502462918e-14,1.0,71.9
0.0,0,0,0,3,1,1.8,0,6.5,1,0,9,71.9,0.7818314824680248,0.6234898018587399,
0.0,1,0,1,3,1,2.5,0,6.0,0,1,8,,0.9749279121818333,-0.22252093395627182,71.6
0.0,0,0,0,3,0,1.5,-1,7.0,-1,1,6,71.6,0.43388373911757827,-0.9009688679024094,71.3
0.0,0,0,0,3,1,1.4,0,7.0,-1,1,11,71.3,-0.4338837391175571,-0.9009688679024196,71.1
0.0,1,0,0,3,3,2.0,0,8.166666667000001,0,0,14,71.1,-0.9749279121818154,-0.22252093395635017,71.5
0.0,0,0,0,3,2,1.5,0,8.5,1,0,18,71.5,-0.7818314824680395,0.6234898018587215,
0.0,0,0,2,4,2,1.2,0,7.0,-1,0,11,,5.885732403546356e-15,1.0,
0.0,0,0,1,4,1,1.1,0,8.0,-1,0,8,,0.7818314824680113,0.6234898018587567,
0.0,0,0,1,3,0,1.2,0,7.0,1,0,10,,0.9749279121818255,-0.22252093395630623,72.2
0.0,0,2,1,4,1,2.1,1,7.0,1,0,12,72.2,0.4338837391175465,-0.9009688679024247,72.1
0.0,0,0,0,4,1,1.2,0,5.5,1,0,16,72.1,-0.4338837391175377,-0.9009688679024289,72.6
0.0,0,2,0,2,1,1.5,0,8.5,1,0,16,72.6,-0.9749279121818233,-0.22252093395631575,73.3
0.0,0,1,2,4,3,1.4,1,7.75,1,0,18,73.3,-0.7818314824680529,0.6234898018587046,72.9
0.0,0,0,1,4,1,2.0,0,6.0,0,1,9,72.9,-1.567547902908612e-14,1.0,72.0
0.0,0,1,0,3,1,2.0,0,7.0,-1,0,7,72.0,0.7818314824680334,0.6234898018587292,71.3
0.0,0,1,0,3,1,2.0,0,6.5,-1,0,8,71.3,0.9749279121818303,-0.2225209339562852,72.3
0.0,0,2,1,3,1,2.3,1,7.833333333,1,0,13,72.3,0.43388373911756595,-0.9009688679024154,72.2
0.0,0,1,1,3,1,1.8,0,9.0,1,0,15,72.2,-0.43388373911751826,-0.9009688679024384,72.3
0.0,0,2,0,4,2,1.4,0,8.0,1,0,17,72.3,-0.9749279121818185,-0.2225209339563368,72.5
0.0,0,2,0,2,2,1.1,-1,8.5,1,0,19,72.5,-0.7818314824680308,0.6234898018587323,72.0
0.0,0,0,1,3,2,1.4,0,6.5,1,0,16,72.0,-3.7236690461718594e-14,1.0,71.2
0.0,0,0,0,4,2,1.3,0,7.5,1,0,21,71.2,0.7818314824680198,0.623489801858746,71.5
0.0,0,0,1,3,1,1.2,0,7.0,1,0,19,71.5,0.9749279121818224,-0.22252093395631958,72.0
0.0,0,0,0,3,2,0.9,0,8.0,0,0,17,72.0,0.4338837391175854,-0.900968867902406,71.6
0.0,0,0,2,4,2,1.1,0,7.5,-1,0,9,71.6,-0.43388373911755007,-0.900968867902423,71.6
0.0,0,1,1,3,1,1.4,0,6.75,1,0,16,71.6,-0.9749279121818264,-0.22252093395630237,72.3
0.0,0,0,1,3,2,1.1,0,9.0,1,0,16,72.3,-0.7818314824680443,0.6234898018587154,72.9
0.0,0,1,1,4,2,1.3,0,6.5,-1,0,12,72.9,-1.9544830335430583e-15,1.0,72.1
0.0,0,1,0,3,1,1.3,0,7.0,-1,0,16,72.1,0.7818314824680064,0.6234898018587629,71.4
0.0,0,0,1,4,1,1.1,0,6.5,-1,1,12,71.4,0.9749279121818272,-0.22252093395629857,70.9
0.0,0,1,1,4,1,1.1,1,6.5,-1,0,11,70.9,0.43388373911755357,-0.9009688679024214,70.9
0.0,0,0,1,3,1,1.1,0,7.0,-1,0,9,70.9,-0.43388373911753064,-0.9009688679024324,71.2
0.0,0,1,1,1,1,1.3,0,8.5,0,0,9,71.2,-0.9749279121818215,-0.2225209339563234,72.1
0.0,0,1,2,3,1,1.3,0,7.5,-1,0,9,72.1,-0.7818314824680578,0.6234898018586985,73.5
0.0,0,0,0,3,2,1.5,-1,7.0,1,0,14,73.5,-2.3515694466175534e-14,1.0,72.0
0.0,0,0,0,4,1,1.0,0,7.0,0,0,18,72.0,0.7818314824680284,0.6234898018587353,71.7
0.0,0,0,1,6,1,1.0,0,5.5,1,0,18,71.7,0.9749279121818321,-0.22252093395627756,71.2
0.0,0,0,0,4,1,1.8,0,6.5,1,0,21,71.2,0.433883739117573,-0.9009688679024119,71.5
0.0,0,1,0,3,0,2.0,1,8.0,1,0,21,71.5,-0.4338837391175624,-0.900968867902417,
0.0,0,1,1,2,0,1.4,1,7.083333333,1,0,19,,-0.9749279121818167,-0.22252093395634442,
0.0,0,1,1,3,0,1.0,0,9.0,1,0,21,,-0.7818314824680358,0.623489801858726,72.3
0.0,0,0,1,2,3,1.6,0,8.5,1,0,22,72.3,1.1766512962000004e-14,1.0,72.5
0.0,0,0,0,3,1,1.1,0,7.0,-1,0,22,72.5,0.7818314824680149,0.6234898018587521,72.0
0.0,0,0,0,4,2,1.5,0,7.0,1,0,26,72.0,0.9749279121818242,-0.22252093395631195,71.1
0.0,0,0,1,4,1,1.5,0,7.0,1,0,26,71.1,0.4338837391175924,-0.9009688679024026,71.1
0.0,0,0,0,4,1,1.6,0,7.0,-1,1,13,71.1,-0.43388373911754297,-0.9009688679024265,71.6
0.0,0,1,0,4,0,2.2,-1,8.333333332999999,-1,1,15,71.6,-0.9749279121818246,-0.22252093395631004,
0.0,0,1,2,6,2,1.4,0,8.0,-1,0,12,,-0.7818314824680492,0.6234898018587093,71.6
0.0,0,2,0,4,2,0.9,0,7.0,-1,1,9,71.6,-9.794698470632472e-15,1.0,71.0
0.0,0,1,0,5,2,1.6,0,6.5,-1,1,13,71.0,0.7818314824680015,0.623489801858769,71.9
0.0,0,0,0,3,3,1.3,0,8.5,1,0,19,71.9,0.974927912181829,-0.22252093395629094,72.1
0.0,0,1,0,4,1,1.3,0,8.0,1,1,17,72.1,0.4338837391175606,-0.9009688679024179,72.6
0.0,0,1,1,3,0,2.0,0,6.0,-1,1,13,72.6,-0.43388373911752354,-0.9009688679024358,71.9
0.0,0,1,1,4,3,1.2,0,7.0,-1,1,13,71.9,-0.9749279121818198,-0.22252093395633105,72.7
0.0,0,1,1,3,2,1.2,0,9.0,-1,1,7,72.7,-0.7818314824680271,0.6234898018587368,72.6
0.0,0,0,0,5,1,1.3,0,7.0,-1,0,9,72.6,-3.135590990326495e-14,1.0,72.0
0.0,0,0,0,3,2,1.1,-1,6.5,-1,0,15,72.0,0.7818314824680235,0.6234898018587414,71.7
0.0,0,0,1,4,2,1.1,0,7.0,-1,1,18,71.7,0.9749279121818211,-0.22252093395632533,71.2
0.0,0,1,0,3,2,1.1,0,7.5,0,1,15,71.2,0.43388373911758005,-0.9009688679024086,71.9
0.0,0,0,0,3,1,1.1,0,7.0,0,1,15,71.9,-0.43388373911755534,-0.9009688679024205,71.6
0.0,0,0,0,4,1,1.3,0,8.0,-1,1,13,71.6,-0.974927912181815,-0.22252093395635208,71.0
0.0,0,2,0,2,2,1.2,-1,8.0,-1,1,9,71.0,-0.7818314824680406,0.6234898018587199,71.2
0.0,0,0,1,4,2,1.6,-1,7.5,0,1,12,71.2,3.92629752491059e-15,1.0,70.9
0.0,0,0,0,4,1,1.3,0,5.5,0,1,12,70.9,0.78183148246801,0.6234898018587582,71.1
0.0,0,1,0,4,1,1.7,0,6.5,-1,0,9,71.1,0.974927912181826,-0.22252093395630432,70.5
0.0,0,2,1,5,1,0.9,0,6.0,-1,0,12,70.5,0.4338837391175995,-0.9009688679023992,71.1
0.0,0,0,0,4,1,1.1,0,7.0,0,0,20,71.1,-0.4338837391175359,-0.9009688679024298,
0.0,0,1,0,3,2,1.1,0,8.0,0,0,21,,-0.9749279121818228,-0.22252093395631767,71.9
0.0,0,1,0,2,2,1.3,0,8.5,0,1,20,71.9,-0.7818314824680541,0.6234898018587031,72.5
0.0,0,0,0,4,3,1.1,-1,8.0,-1,1,14,72.5,-1.7634913907721887e-14,1.0,71.9
0.0,0,0,0,3,3,1.1,0,7.0,-1,1,13,71.9,0.7818314824680321,0.6234898018587307,71.7
0.0,0,0,0,3,1,1.5,0,7.5,-1,0,14,71.7,0.9749279121818307,-0.22252093395628328,71.3
0.0,0,0,0,3,0,0.7,0,7.5,0,0,19,71.3,0.4338837391175677,-0.9009688679024145,
0.0,0,1,1,3,1,1.4,0,5.0,1,0,20,,-0.4338837391175677,-0.9009688679024145,
0.0,0,1,1,5,1,1.0,0,9.0,1,0,21,,-0.9749279121818181,-0.2225209339563387,
0.0,0,1,1,4,1,1.0,0,7.083333333,1,0,21,,-0.781831482468032,0.6234898018587307,
0.0,0,0,2,3,1,1.3,-1,9.0,1,0,26,,-3.919612534035436e-14,1.0,73.4
0.0,0,0,0,6,1,1.1,-1,5.0,-1,1,13,73.4,0.7818314824680186,0.6234898018587476,72.2
0.0,0,0,1,4,1,1.8,1,7.0,-1,1,13,72.2,0.9749279121818228,-0.2225209339563177,71.9
0.0,0,0,1,4,1,1.0,1,8.5,0,0,18,71.9,0.43388373911758715,-0.9009688679024052,71.8
0.0,0,2,1,4,1,1.3,0,6.0,-1,0,21,71.8,-0.4338837391175483,-0.9009688679024238,72.8
0.0,0,2,1,4,0,2.0,1,7.0,1,0,26,72.8,-0.9749279121818133,-0.22252093395635972,
0.0,0,0,1,4,1,1.1,1,7.0,1,0,28,,-0.7818314824680455,0.6234898018587138,
0.0,0,0,0,5,1,1.5,0,6.0,1,0,29,,-3.9139179121788235e-15,1.0,74.5
0.0,0,1,0,4,1,1.7,1,7.5,1,0,28,74.5,0.7818314824680052,0.6234898018587643,73.3
0.0,0,0,0,4,1,1.4,1,6.5,1,0,29,73.3,0.9749279121818276,-0.22252093395629666,72.8
0.0,0,0,0,4,2,1.4,0,7.0,-1,0,19,72.8,0.43388373911755534,-0.9009688679024205,73.0
0.0,0,0,0,4,2,1.5,1,7.0,1,0,26,73.0,-0.43388373911752887,-0.9009688679024332,73.3
0.0,0,1,1,4,0,1.1,0,7.0,0,0,22,73.3,-0.9749279121818211,-0.22252093395632533,
0.0,0,0,2,4,0,1.5,1,4.0,1,0,27,,-0.7818314824680235,0.6234898018587414,
0.0,0,0,1,1,1,1.5,0,9.333333332999999,1,0,24,,-2.54751293448113e-14,1.0,72.7
0.0,0,0,0,5,1,1.4,-1,8.5,-1,0,22,72.7,0.7818314824680273,0.6234898018587368,72.9
0.0,0,1,0,5,0,1.5,0,6.5,-1,1,22,72.9,0.9749279121818325,-0.22252093395627565,72.6
0.0,0,0,1,4,1,1.3,0,7.0,1,0,24,72.6,0.4338837391175748,-0.9009688679024112,73.4
0.0,0,1,0,4,0,1.8,0,7.083333333,1,0,30,73.4,-0.4338837391175607,-0.9009688679024179,73.6
0.0,0,1,0,3,1,1.2,0,10.08333333,0,0,27,73.6,-0.9749279121818163,-0.22252093395634634,73.5
0.0,0,1,2,5,1,1.0,0,6.0,-1,0,24,73.5,-0.7818314824680369,0.6234898018587246,73.9
0.0,0,1,1,3,0,1.1,1,7.0,1,0,27,73.9,-4.7036340777443775e-14,1.0,74.1
0.0,0,1,1,6,1,1.6,1,4.0,1,0,28,74.1,0.7818314824680137,0.6234898018587537,73.9
0.0,0,2,1,4,1,1.5,0,7.5,1,0,28,73.9,0.9749279121818246,-0.22252093395631004,73.5
0.0,0,2,1,3,2,1.0,0,9.5,0,1,24,73.5,0.4338837391175942,-0.9009688679024017,74.3
0.0,0,1,0,4,1,1.3,0,7.0,1,1,24,74.3,-0.43388373911754125,-0.9009688679024273,74.6
0.0,0,2,1,4,1,1.0,0,5.5,0,1,27,74.6,-0.9749279121818242,-0.22252093395631195,74.5
0.0,0,1,1,3,1,1.0,1,9.5,0,1,24,74.5,-0.7818314824680505,0.6234898018587077,74.4
0.0,0,1,0,3,2,1.2,0,6.0,1,0,28,74.4,-1.1754133349268238e-14,1.0,74.7
0.0,0,0,1,4,1,1.5,0,7.0,1,0,28,74.7,0.7818314824680358,0.623489801858726,73.9
0.0,0,0,0,3,1,2.3,-1,7.0,1,0,34,73.9,0.9749279121818294,-0.22252093395628902,73.6
0.0,0,0,1,4,1,2.4,1,7.0,1,0,33,73.6,0.4338837391175624,-0.900968867902417,74.3
0.0,0,1,1,4,1,2.1,0,6.5,1,0,28,74.3,-0.4338837391175218,-0.9009688679024366,74.3
