Date,Exercise,Climbing,Sweets,EatingOut,Coffee,Tea,Water,DayRating,HoursSleep,Sunny,Rain,Temperature,Weight
30.04.2019,0.0,0,1,0,5,2,1.6,0,6.5,-1,1,13,71.0
01.05.2019,0.0,0,0,0,3,3,1.3,0,8.5,1,0,19,71.9
02.05.2019,0.0,0,1,0,4,1,1.3,0,8.0,1,1,17,72.1
03.05.2019,0.0,0,1,1,3,0,2.0,0,6.0,-1,1,13,72.6
04.05.2019,0.0,0,1,1,4,3,1.2,0,7.0,-1,1,13,71.9
05.05.2019,0.0,0,1,1,3,2,1.2,0,9.0,-1,1,7,72.7
06.05.2019,0.0,0,0,0,5,1,1.3,0,7.0,-1,0,9,72.6
07.05.2019,0.0,0,0,0,3,2,1.1,-1,6.5,-1,0,15,72.0
08.05.2019,0.0,0,0,1,4,2,1.1,0,7.0,-1,1,18,71.7
09.05.2019,0.0,0,1,0,3,2,1.1,0,7.5,0,1,15,71.2
10.05.2019,0.0,0,0,0,3,1,1.1,0,7.0,0,1,15,71.9
11.05.2019,0.0,0,0,0,4,1,1.3,0,8.0,-1,1,13,71.6
12.05.2019,0.0,0,2,0,2,2,1.2,-1,8.0,-1,1,9,71.0
13.05.2019,0.0,0,0,1,4,2,1.6,-1,7.5,0,1,12,71.2
14.05.2019,0.0,0,0,0,4,1,1.3,0,5.5,0,1,12,70.9
15.05.2019,0.0,0,1,0,4,1,1.7,0,6.5,-1,0,9,71.1
16.05.2019,0.0,0,2,1,5,1,0.9,0,6.0,-1,0,12,70.5
17.05.2019,0.0,0,0,0,4,1,1.1,0,7.0,0,0,20,71.1
18.05.2019,0.0,0,1,0,3,2,1.1,0,8.0,0,0,21,
19.05.2019,0.0,0,1,0,2,2,1.3,0,8.5,0,1,20,71.9
20.05.2019,0.0,0,0,0,4,3,1.1,-1,8.0,-1,1,14,72.5
21.05.2019,0.0,0,0,0,3,3,1.1,0,7.0,-1,1,13,71.9
22.05.2019,0.0,0,0,0,3,1,1.5,0,7.5,-1,0,14,71.7
23.05.2019,0.0,0,0,0,3,0,0.7,0,7.5,0,0,19,71.3
24.05.2019,0.0,0,1,1,3,1,1.4,0,5.0,1,0,20,
25.05.2019,0.0,0,1,1,5,1,1.0,0,9.0,1,0,21,
26.05.2019,0.0,0,1,1,4,1,1.0,0,7.083333333,1,0,21,
27.05.2019,0.0,0,0,2,3,1,1.3,-1,9.0,1,0,26,
28.05.2019,0.0,0,0,0,6,1,1.1,-1,5.0,-1,1,13,73.4
29.05.2019,0.0,0,0,1,4,1,1.8,1,7.0,-1,1,13,72.2
30.05.2019,0.0,0,0,1,4,1,1.0,1,8.5,0,0,18,71.9
31.05.2019,0.0,0,2,1,4,1,1.3,0,6.0,-1,0,21,71.8
01.06.2019,0.0,0,2,1,4,0,2.0,1,7.0,1,0,26,72.8
02.06.2019,0.0,0,0,1,4,1,1.1,1,7.0,1,0,28,
03.06.2019,0.0,0,0,0,5,1,1.5,0,6.0,1,0,29,
04.06.2019,0.0,0,1,0,4,1,1.7,1,7.5,1,0,28,74.5
05.06.2019,0.0,0,0,0,4,1,1.4,1,6.5,1,0,29,73.3
06.06.2019,0.0,0,0,0,4,2,1.4,0,7.0,-1,0,19,72.8
07.06.2019,0.0,0,0,0,4,2,1.5,1,7.0,1,0,26,73.0
08.06.2019,0.0,0,1,1,4,0,1.1,0,7.0,0,0,22,73.3
09.06.2019,0.0,0,0,2,4,0,1.5,1,4.0,1,0,27,
10.06.2019,0.0,0,0,1,1,1,1.5,0,9.333333332999999,1,0,24,
11.06.2019,0.0,0,0,0,5,1,1.4,-1,8.5,-1,0,22,72.7
12.06.2019,0.0,0,1,0,5,0,1.5,0,6.5,-1,1,22,72.9
13.06.2019,0.0,0,0,1,4,1,1.3,0,7.0,1,0,24,72.6
14.06.2019,0.0,0,1,0,4,0,1.8,0,7.083333333,1,0,30,73.4
15.06.2019,0.0,0,1,0,3,1,1.2,0,10.08333333,0,0,27,73.6
16.06.2019,0.0,0,1,2,5,1,1.0,0,6.0,-1,0,24,73.5
17.06.2019,0.0,0,1,1,3,0,1.1,1,7.0,1,0,27,73.9
18.06.2019,0.0,0,1,1,6,1,1.6,1,4.0,1,0,28,74.1
19.06.2019,0.0,0,2,1,4,1,1.5,0,7.5,1,0,28,73.9
20.06.2019,0.0,0,2,1,3,2,1.0,0,9.5,0,1,24,73.5
21.06.2019,0.0,0,1,0,4,1,1.3,0,7.0,1,1,24,74.3
22.06.2019,0.0,0,2,1,4,1,1.0,0,5.5,0,1,27,74.6
23.06.2019,0.0,0,1,1,3,1,1.0,1,9.5,0,1,24,74.5
24.06.2019,0.0,0,1,0,3,2,1.2,0,6.0,1,0,28,74.4
25.06.2019,0.0,0,0,1,4,1,1.5,0,7.0,1,0,28,74.7
26.06.2019,0.0,0,0,0,3,1,2.3,-1,7.0,1,0,34,73.9
27.06.2019,0.0,0,0,1,4,1,2.4,1,7.0,1,0,33,73.6
28.06.2019,0.0,0,1,1,4,1,2.1,0,6.5,1,0,28,74.3
29.06.2019,0.0,0,1,0,4,3,1.3,1,8.166666667000001,1,0,32,74.3
30.06.2019,0.0,0,1,1,2,1,1.2,0,8.0,1,0,34,74.7
01.07.2019,0.0,0,0,0,5,0,1.7,0,6.5,0,1,32,75.5
02.07.2019,0.0,0,0,1,3,1,1.4,0,7.0,-1,0,25,
03.07.2019,0.0,0,0,0,4,1,1.6,0,6.5,0,0,25,74.6
04.07.2019,0.0,0,0,1,4,1,1.4,1,6.5,1,0,26,74.6
05.07.2019,0.0,0,1,3,4,1,1.6,1,5.5,1,0,28,74.4
06.07.2019,0.0,0,1,1,3,1,1.0,-1,9.333333332999999,0,0,31,74.3
07.07.2019,0.0,0,1,0,2,0,0.4,0,8.0,-1,1,23,74.6
08.07.2019,45.0,0,0,0,4,1,1.6,-1,6.5,-1,1,18,74.6
09.07.2019,90.0,0,0,1,4,1,1.3,0,7.5,1,0,21,74.0
10.07.2019,0.0,0,0,0,4,0,1.5,0,7.0,0,1,21,74.2
11.07.2019,0.0,0,1,2,5,0,1.0,0,7.0,-1,0,22,
12.07.2019,0.0,0,2,2,5,3,0.8,0,6.5,-1,1,20,
13.07.2019,0.0,0,1,0,3,2,1.2,0,8.5,-1,1,18,74.1
14.07.2019,0.0,0,1,0,2,2,1.3,0,8.5,-1,1,21,74.3
15.07.2019,45.0,0,0,2,4,2,1.0,0,5.5,1,0,23,74.8
16.07.2019,45.0,0,0,0,4,2,1.3,0,7.0,1,0,24,74.7
17.07.2019,45.0,0,0,0,4,0,1.7,0,6.5,1,0,26,75.0
18.07.2019,45.0,0,1,0,3,2,1.6,0,6.5,1,0,27,
19.07.2019,45.0,0,0,0,3,1,1.3,0,6.5,0,1,28,73.8
20.07.2019,0.0,0,0,0,3,0,1.6,1,8.5,1,0,31,74.6
21.07.2019,0.0,0,1,0,2,1,1.4,0,8.0,0,1,25,74.3
22.07.2019,45.0,0,0,0,4,1,2.0,0,6.5,1,0,31,74.5
23.07.2019,45.0,0,0,1,3,1,2.1,0,7.0,1,0,32,74.0
24.07.2019,0.0,0,1,0,4,2,2.6,0,7.0,1,0,34,74.6
25.07.2019,0.0,0,0,0,2,0,2.0,0,7.5,1,0,35,74.4
26.07.2019,0.0,0,1,0,3,1,2.1,0,7.5,1,1,34,74.2
27.07.2019,0.0,0,2,0,2,1,1.2,0,9.0,0,1,28,73.7
28.07.2019,0.0,0,1,0,3,2,1.4,0,8.0,-1,1,22,74.8
29.07.2019,45.0,0,0,0,4,0,1.3,0,6.5,-1,1,22,74.0
30.07.2019,45.0,0,0,0,4,0,1.7,0,6.0,0,0,26,73.6
31.07.2019,0.0,0,0,1,3,0,1.5,0,7.5,-1,1,22,73.6
01.08.2019,0.0,0,0,1,4,1,1.3,0,6.5,0,0,24,74.1
02.08.2019,45.0,0,1,0,4,1,1.4,0,6.5,0,0,24,74.5
03.08.2019,0.0,0,2,0,2,2,1.3,0,8.5,-1,1,22,74.4
04.08.2019,0.0,0,1,0,2,2,1.2,0,8.0,0,0,24,74.6
05.08.2019,45.0,0,0,1,4,2,1.8,0,6.5,0,0,27,74.8
06.08.2019,45.0,0,1,0,3,2,1.6,-1,6.5,0,0,27,74.2
07.08.2019,0.0,0,1,0,4,1,1.6,-1,6.5,-1,1,22,74.2
08.08.2019,45.0,0,0,1,4,1,1.3,0,6.5,1,0,25,74.0
09.08.2019,0.0,0,1,2,5,1,1.5,0,6.5,1,0,32,72.9
10.08.2019,0.0,0,1,2,4,0,0.8,-1,8.0,-1,1,22,74.4
11.08.2019,0.0,0,2,0,3,2,1.0,-1,7.5,1,0,27,74.6
12.08.2019,45.0,0,0,0,3,2,1.3,0,7.0,-1,1,19,74.4
13.08.2019,35.0,0,1,0,4,1,1.4,0,7.0,-1,1,19,74.2
14.08.2019,45.0,0,0,1,3,3,1.2,0,6.5,0,0,21,73.8
15.08.2019,45.0,0,1,0,3,3,1.3,0,7.5,-1,1,21,74.0
16.08.2019,0.0,0,0,1,4,1,1.1,0,7.0,1,0,22,74.9
17.08.2019,90.0,0,1,1,3,0,1.4,0,8.0,0,1,26,75.2
18.08.2019,0.0,0,0,1,4,1,1.8,0,8.0,1,0,32,
19.08.2019,40.0,0,0,1,4,1,1.8,-1,7.0,-1,1,21,74.6
20.08.2019,45.0,0,0,0,4,1,1.8,0,6.5,-1,1,18,74.1
21.08.2019,45.0,0,0,1,4,1,1.9,0,6.0,-1,0,20,73.4
22.08.2019,45.0,0,1,0,4,2,1.7,0,7.5,-1,0,21,74.2
23.08.2019,35.0,0,1,1,5,1,1.7,0,6.5,-1,0,22,73.9
24.08.2019,0.0,0,0,1,3,0,2.2,0,7.0,1,0,27,73.9
25.08.2019,0.0,0,1,1,3,1,1.2,0,6.0,1,0,27,74.9
26.08.2019,0.0,0,1,0,3,1,1.1,0,8.0,1,1,28,75.6
27.08.2019,45.0,0,0,0,4,1,1.9,0,6.5,1,0,28,75.2
28.08.2019,45.0,0,0,0,3,0,1.9,0,6.5,1,0,29,75.0
29.08.2019,35.0,0,0,1,4,0,2.1,0,6.5,0,0,27,75.2
30.08.2019,0.0,0,0,0,3,1,1.8,0,6.5,0,0,27,75.2
31.08.2019,0.0,0,1,1,3,1,2.1,0,9.0,1,0,29,75.7
01.09.2019,0.0,0,0,0,3,1,1.6,0,7.5,1,0,27,74.9
02.09.2019,45.0,0,0,1,4,2,1.8,-1,6.5,-1,1,17,74.6
03.09.2019,0.0,0,1,0,6,0,1.4,0,4.5,1,0,22,74.3
04.09.2019,35.0,0,0,1,3,1,1.5,0,7.0,1,0,25,75.0
05.09.2019,35.0,0,0,0,4,1,1.5,0,6.0,-1,1,16,75.1
06.09.2019,35.0,0,0,0,4,0,2.5,0,6.5,-1,0,17,74.9
07.09.2019,0.0,0,1,1,3,0,2.6,0,8.5,-1,0,16,74.4
08.09.2019,0.0,0,0,1,3,3,1.2,0,7.0,-1,1,11,75.3
09.09.2019,40.0,0,0,0,4,2,1.5,0,6.5,-1,1,15,75.6
10.09.2019,45.0,0,0,0,4,2,1.3,0,6.0,1,0,19,75.6
11.09.2019,0.0,0,0,1,4,1,1.5,0,7.5,1,0,21,74.2
12.09.2019,0.0,0,1,1,3,0,1.8,0,5.0,1,1,20,75.6
13.09.2019,0.0,0,0,0,4,0,1.6,0,7.0,-1,0,19,
14.09.2019,0.0,0,2,2,4,0,1.4,0,7.5,-1,0,20,
15.09.2019,0.0,0,0,1,3,0,0.8,0,7.5,-1,0,16,
16.09.2019,0.0,0,1,1,4,0,1.6,0,8.0,1,1,19,
17.09.2019,0.0,0,1,3,4,0,1.2,0,9.5,-1,1,17,
18.09.2019,0.0,0,3,1,4,1,1.0,0,8.5,1,0,19,
19.09.2019,0.0,0,0,2,2,1,1.0,0,8.5,0,1,18,
20.09.2019,0.0,0,2,2,3,2,1.1,0,8.0,1,1,18,
21.09.2019,0.0,0,1,2,3,1,1.0,0,9.0,0,1,20,
22.09.2019,0.0,0,3,2,3,1,1.0,0,9.0,-1,1,14,
23.09.2019,0.0,0,1,1,2,2,1.0,0,9.0,-1,1,14,
24.09.2019,0.0,0,2,1,4,1,0.8,0,8.0,0,0,20,
25.09.2019,0.0,0,2,1,3,0,0.5,0,8.0,1,0,20,
26.09.2019,0.0,0,1,0,3,2,1.0,0,4.0,-1,1,17,
27.09.2019,0.0,0,0,2,4,0,1.2,0,6.5,0,1,20,76.6
28.09.2019,0.0,0,1,0,2,1,1.0,0,11.0,0,0,20,
29.09.2019,0.0,0,1,1,3,1,1.0,0,5.0,1,0,23,78.3
30.09.2019,35.0,0,1,0,4,1,1.6,0,7.0,1,0,19,77.1
01.10.2019,35.0,0,0,1,2,2,1.4,0,8.0,1,0,23,76.2
02.10.2019,40.0,0,0,1,4,2,2.2,0,7.5,-1,1,14,76.4
03.10.2019,0.0,0,1,0,2,3,1.0,1,8.0,0,0,14,76.6
04.10.2019,40.0,0,0,0,3,1,1.9,0,7.0,-1,1,12,76.4
05.10.2019,0.0,0,1,0,2,3,1.2,0,9.5,-1,1,12,76.3
06.10.2019,0.0,0,0,0,2,4,1.0,0,8.0,-1,1,11,76.7
07.10.2019,45.0,0,0,0,3,2,1.3,0,7.5,-1,1,10,76.5
08.10.2019,45.0,0,0,0,3,2,1.4,0,7.0,-1,0,16,76.1
09.10.2019,40.0,0,0,0,4,1,1.4,0,6.5,-1,1,12,76.6
10.10.2019,0.0,0,0,1,3,1,1.1,0,7.0,-1,1,13,76.2
11.10.2019,45.0,0,0,2,3,2,2.0,0,7.0,1,0,18,76.2
12.10.2019,120.0,0,0,1,3,1,1.5,1,8.0,1,0,24,76.5
13.10.2019,45.0,0,0,0,2,2,1.5,0,8.0,1,0,24,76.5
14.10.2019,45.0,0,0,1,3,0,1.7,1,7.0,1,0,23,76.9
15.10.2019,0.0,0,0,1,3,1,1.5,0,7.0,1,0,23,76.7
16.10.2019,45.0,0,0,0,3,2,1.1,0,6.0,1,0,18,77.0
17.10.2019,45.0,0,0,0,3,2,1.5,0,7.0,1,0,20,76.2
18.10.2019,45.0,0,0,0,4,0,1.4,0,7.0,0,0,19,76.0
19.10.2019,0.0,0,1,0,2,3,0.7,0,7.5,0,1,16,76.0
20.10.2019,120.0,0,0,0,2,3,1.1,0,8.0,0,0,22,76.4
21.10.2019,40.0,0,0,1,3,2,1.7,0,7.5,-1,0,18,76.7
22.10.2019,0.0,0,0,1,3,2,1.2,0,7.0,-1,0,18,76.2
23.10.2019,40.0,0,0,0,3,2,1.3,0,7.0,0,0,20,76.7
24.10.2019,45.0,0,0,1,4,0,1.2,0,7.0,-1,0,19,76.1
25.10.2019,45.0,0,0,0,3,1,1.6,0,6.5,-1,0,18,75.7
26.10.2019,0.0,0,2,0,3,3,1.0,0,8.0,1,0,20,76.0
27.10.2019,0.0,0,2,0,2,3,1.0,0,9.5,1,0,20,76.3
28.10.2019,0.0,0,0,0,3,2,1.1,0,8.0,-1,1,9,76.2
29.10.2019,0.0,0,2,1,4,2,1.7,0,6.5,-1,1,9,75.3
30.10.2019,0.0,0,0,0,4,2,1.3,0,7.0,-1,0,6,75.3
31.10.2019,0.0,0,2,0,3,2,1.6,0,7.0,-1,0,6,75.6
01.11.2019,0.0,0,2,2,2,3,1.0,0,8.5,-1,1,13,75.8
02.11.2019,0.0,0,1,1,3,4,1.0,0,8.0,0,1,18,76.1
03.11.2019,0.0,0,0,0,2,3,1.2,-1,8.0,-1,1,12,75.1
04.11.2019,45.0,0,0,0,4,2,1.1,0,6.0,0,1,14,75.1
05.11.2019,0.0,0,0,1,5,3,1.5,0,4.5,-1,0,8,74.8
06.11.2019,0.0,0,0,0,4,3,1.3,0,4.0,-1,0,10,75.2
07.11.2019,0.0,0,0,0,4,2,1.3,0,7.0,1,0,10,74.2
08.11.2019,0.0,0,0,2,4,0,1.7,-1,6.5,-1,1,9,74.7
09.11.2019,50.0,0,0,0,3,1,1.1,-1,7.5,-1,0,7,75.3
10.11.2019,50.0,0,1,0,3,2,1.1,0,8.5,-1,0,3,75.7
11.11.2019,45.0,0,0,1,3,1,1.3,0,5.5,-1,0,3,75.3
12.11.2019,35.0,0,0,1,4,1,1.5,0,6.5,-1,1,6,75.5
13.11.2019,45.0,0,1,0,3,2,1.5,-1,6.5,-1,1,5,75.4
14.11.2019,0.0,0,0,1,4,0,0.9,0,8.0,1,0,6,75.4
15.11.2019,0.0,0,0,1,4,1,2.1,0,6.5,-1,1,9,76.1
16.11.2019,50.0,0,0,0,3,2,1.7,0,7.5,-1,0,6,75.3
17.11.2019,0.0,0,1,0,2,3,1.2,0,8.0,-1,0,6,75.6
18.11.2019,41.0,0,0,0,3,2,1.6,0,6.5,1,0,9,75.6
19.11.2019,41.0,0,1,1,3,2,1.7,0,7.0,1,0,7,75.1
20.11.2019,45.0,0,0,1,4,1,1.1,0,6.5,-1,0,5,75.3
21.11.2019,45.0,0,1,1,4,2,1.9,0,6.5,-1,0,6,76.0
22.11.2019,45.0,0,0,0,4,0,2.3,-1,6.0,-1,0,5,75.4
23.11.2019,0.0,0,1,0,3,2,1.0,0,6.5,-1,0,13,75.4
24.11.2019,0.0,0,0,0,2,2,1.0,-1,8.5,-1,0,12,76.0
25.11.2019,42.0,0,0,0,2,4,1.3,0,8.0,-1,0,7,75.7
26.11.2019,30.0,0,0,0,4,1,1.2,0,6.5,-1,0,10,75.7
27.11.2019,0.0,0,0,0,5,2,1.3,0,7.0,-1,0,10,74.4
28.11.2019,30.0,0,1,1,5,1,1.6,0,6.5,-1,0,11,74.5
29.11.2019,42.0,0,0,1,4,1,1.7,-1,6.0,-1,1,7,75.5
30.11.2019,0.0,0,3,2,6,0,0.8,1,7.0,1,0,10,76.0
01.12.2019,0.0,0,2,2,5,2,0.4,1,8.0,0,0,5,
02.12.2019,0.0,0,1,0,4,2,1.4,0,7.0,-1,0,1,76.0
03.12.2019,42.0,0,0,0,4,3,1.1,0,7.0,1,0,5,76.4
04.12.2019,42.0,0,1,1,4,1,1.4,0,7.0,1,0,5,76.3
05.12.2019,0.0,0,2,1,4,1,1.6,0,7.0,1,0,3,75.9
06.12.2019,0.0,0,2,2,3,1,1.4,0,7.0,0,0,10,75.9
07.12.2019,0.0,0,3,0,5,1,0.6,0,9.5,-1,0,13,76.4
08.12.2019,0.0,0,1,1,2,3,1.1,0,8.5,0,0,11,76.9
09.12.2019,45.0,0,1,0,4,2,1.4,0,7.0,0,0,9,76.7
10.12.2019,45.0,0,2,0,5,2,1.5,0,6.5,1,0,4,75.9
11.12.2019,45.0,0,0,0,4,2,1.2,0,6.5,1,0,4,76.3
12.12.2019,42.0,0,0,1,5,1,1.4,0,6.5,-1,1,3,76.1
13.12.2019,0.0,0,0,0,4,0,1.3,0,7.0,0,0,6,76.8
14.12.2019,0.0,0,1,1,4,3,1.2,0,7.0,-1,1,9,76.0
15.12.2019,0.0,0,2,2,5,3,0.7,0,9.5,-1,0,8,
16.12.2019,0.0,0,1,2,4,1,1.2,0,9.0,-1,0,8,
17.12.2019,0.0,0,1,1,5,2,1.0,0,9.5,-1,0,12,
18.12.2019,0.0,0,1,1,5,1,1.4,0,5.0,1,0,14,76.9
19.12.2019,0.0,0,1,1,4,1,1.2,0,6.5,1,0,9,76.8
20.12.2019,33.0,0,1,1,4,1,1.5,0,6.5,-1,0,16,76.8
21.12.2019,42.0,0,2,0,3,3,1.3,0,8.5,-1,1,7,76.6
22.12.2019,0.0,0,2,0,3,1,1.4,0,8.0,-1,0,7,76.6
23.12.2019,0.0,0,1,1,3,1,0.9,0,9.0,-1,0,8,
24.12.2019,0.0,0,1,0,3,1,1.2,0,8.0,0,0,6,
25.12.2019,0.0,0,0,0,3,2,1.0,0,8.5,-1,1,7,
26.12.2019,0.0,0,1,0,2,3,1.2,0,8.5,1,0,6,77.2
27.12.2019,0.0,0,0,0,4,2,1.2,0,8.0,-1,1,4,
28.12.2019,0.0,0,1,0,1,2,0.8,0,9.0,1,0,3,76.0
29.12.2019,120.0,0,1,0,1,3,1.6,0,9.0,1,0,3,76.5
30.12.2019,0.0,0,1,0,3,3,1.2,-1,8.0,0,0,6,76.9
31.12.2019,0.0,0,4,0,3,2,1.6,0,8.5,1,0,8,76.3
